2020-05-02 07:26:22,294 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6b09bb57: startup date [Sat May 02 07:26:22 CEST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-05-02 07:26:23,516 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\berni3\Downloads\apache-activemq-5.15.12-bin\apache-activemq-5.15.12\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2020-05-02 07:26:24,567 | INFO  | PListStore:[C:\Users\berni3\Downloads\apache-activemq-5.15.12-bin\apache-activemq-5.15.12\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-05-02 07:26:24,817 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-GHTTUME-64231-1588397184645-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-05-02 07:26:24,871 | INFO  | Listening for connections at: tcp://DESKTOP-GHTTUME:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 07:26:24,875 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 07:26:24,893 | INFO  | Listening for connections at: amqp://DESKTOP-GHTTUME:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 07:26:24,895 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 07:26:24,895 | INFO  | Listening for connections at: stomp://DESKTOP-GHTTUME:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 07:26:24,895 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 07:26:24,911 | INFO  | Listening for connections at: mqtt://DESKTOP-GHTTUME:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 07:26:24,911 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 07:26:24,911 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2020-05-02 07:26:25,020 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2020-05-02 07:26:25,223 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@30af5b6b{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-05-02 07:26:25,317 | INFO  | Listening for connections at ws://DESKTOP-GHTTUME:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-05-02 07:26:25,317 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 07:26:25,317 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-GHTTUME-64231-1588397184645-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-05-02 07:26:25,317 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-05-02 07:26:26,322 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-05-02 07:26:26,322 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-05-02 07:33:05,642 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1493158871-39
2020-05-02 07:39:34,504 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-GHTTUME-64231-1588397184645-0:1) is shutting down | org.apache.activemq.broker.BrokerService | qtp1493158871-40
2020-05-02 07:39:34,504 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | qtp1493158871-40
2020-05-02 07:39:34,504 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | qtp1493158871-40
2020-05-02 07:39:34,504 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | qtp1493158871-40
2020-05-02 07:39:34,504 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | qtp1493158871-40
2020-05-02 07:39:34,519 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | qtp1493158871-40
2020-05-02 07:39:34,519 | INFO  | Connector vm://localhost stopped | org.apache.activemq.broker.TransportConnector | qtp1493158871-40
2020-05-02 07:39:34,535 | INFO  | PListStore:[C:\Users\berni3\Downloads\apache-activemq-5.15.12-bin\apache-activemq-5.15.12\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | qtp1493158871-40
2020-05-02 07:39:34,535 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | qtp1493158871-40
2020-05-02 07:39:34,535 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | qtp1493158871-40
2020-05-02 07:39:34,535 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | qtp1493158871-40
2020-05-02 07:39:34,566 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-GHTTUME-64231-1588397184645-0:1) uptime 13 minutes | org.apache.activemq.broker.BrokerService | qtp1493158871-40
2020-05-02 07:39:34,566 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-GHTTUME-64231-1588397184645-0:1) is shutdown | org.apache.activemq.broker.BrokerService | qtp1493158871-40
2020-05-02 07:39:34,566 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@6b09bb57: startup date [Sat May 02 07:26:22 CEST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | qtp1493158871-40
2020-05-02 07:39:49,635 | WARN  | Invocation of destroy method 'stop' failed on bean with name 'Server': java.lang.InterruptedException | org.springframework.beans.factory.support.DisposableBeanAdapter | qtp1493158871-40
2020-11-29 22:35:33,634 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6b09bb57: startup date [Sun Nov 29 22:35:33 CET 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-11-29 22:35:34,766 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[d:\projects\activemq\apache-activemq-5.15.12-bin\apache-activemq-5.15.12\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2020-11-29 22:35:34,966 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-11-29 22:35:35,082 | INFO  | PListStore:[d:\projects\activemq\apache-activemq-5.15.12-bin\apache-activemq-5.15.12\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-11-29 22:35:35,245 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-GHTTUME-55865-1606685735098-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-11-29 22:35:35,368 | INFO  | Listening for connections at: tcp://DESKTOP-GHTTUME:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-11-29 22:35:35,368 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
