[2020-01-30T22:26:57,775][INFO ][logstash.modules.scaffold] Initializing module {:module_name=>"fb_apache", :directory=>"D:/projects/elkstack/logstash-5.6.4/modules/fb_apache/configuration"}
[2020-01-30T22:26:57,822][INFO ][logstash.modules.scaffold] Initializing module {:module_name=>"netflow", :directory=>"D:/projects/elkstack/logstash-5.6.4/modules/netflow/configuration"}
[2020-01-30T22:27:00,256][INFO ][logstash.pipeline        ] Starting pipeline {"id"=>"main", "pipeline.workers"=>4, "pipeline.batch.size"=>125, "pipeline.batch.delay"=>5, "pipeline.max_inflight"=>500}
[2020-01-30T22:27:00,991][ERROR][logstash.pipeline        ] Error registering plugin {:plugin=>"<LogStash::Inputs::File path=>[\"test.log\"], start_position=>\"beginning\", codec=><LogStash::Codecs::Multiline pattern=>\"^%{TIMESTAMP_ISO8601}\", negate=>true, what=>\"previous\", id=>\"5214ce8cd6b5e57d516944cb1e2b93fb03be178c-1\", enable_metric=>true, charset=>\"UTF-8\", multiline_tag=>\"multiline\", max_lines=>500, max_bytes=>10485760>, id=>\"5214ce8cd6b5e57d516944cb1e2b93fb03be178c-2\", enable_metric=>true, stat_interval=>1, discover_interval=>15, sincedb_write_interval=>15, delimiter=>\"\\n\", close_older=>3600>", :error=>"File paths must be absolute, relative path specified: test.log"}
[2020-01-30T22:27:01,116][ERROR][logstash.agent           ] Pipeline aborted due to error {:exception=>#<ArgumentError: File paths must be absolute, relative path specified: test.log>, :backtrace=>["D:/projects/elkstack/logstash-5.6.4/vendor/bundle/jruby/1.9/gems/logstash-input-file-4.0.3/lib/logstash/inputs/file.rb:187:in `register'", "org/jruby/RubyArray.java:1613:in `each'", "D:/projects/elkstack/logstash-5.6.4/vendor/bundle/jruby/1.9/gems/logstash-input-file-4.0.3/lib/logstash/inputs/file.rb:185:in `register'", "D:/projects/elkstack/logstash-5.6.4/logstash-core/lib/logstash/pipeline.rb:290:in `register_plugin'", "D:/projects/elkstack/logstash-5.6.4/logstash-core/lib/logstash/pipeline.rb:301:in `register_plugins'", "org/jruby/RubyArray.java:1613:in `each'", "D:/projects/elkstack/logstash-5.6.4/logstash-core/lib/logstash/pipeline.rb:301:in `register_plugins'", "D:/projects/elkstack/logstash-5.6.4/logstash-core/lib/logstash/pipeline.rb:456:in `start_inputs'", "D:/projects/elkstack/logstash-5.6.4/logstash-core/lib/logstash/pipeline.rb:348:in `start_workers'", "D:/projects/elkstack/logstash-5.6.4/logstash-core/lib/logstash/pipeline.rb:235:in `run'", "D:/projects/elkstack/logstash-5.6.4/logstash-core/lib/logstash/agent.rb:408:in `start_pipeline'"]}
[2020-01-30T22:27:01,337][INFO ][logstash.agent           ] Successfully started Logstash API endpoint {:port=>9600}
[2020-01-30T22:27:04,142][WARN ][logstash.agent           ] stopping pipeline {:id=>"main"}
[2020-01-30T22:27:52,263][INFO ][logstash.modules.scaffold] Initializing module {:module_name=>"fb_apache", :directory=>"D:/projects/elkstack/logstash-5.6.4/modules/fb_apache/configuration"}
[2020-01-30T22:27:52,279][DEBUG][logstash.plugins.registry] Adding plugin to the registry {:name=>"fb_apache", :type=>:modules, :class=>#<LogStash::Modules::Scaffold:0xf060454 @kibana_version_parts=["5", "6", "0"], @module_name="fb_apache", @directory="D:/projects/elkstack/logstash-5.6.4/modules/fb_apache/configuration">}
[2020-01-30T22:27:52,279][INFO ][logstash.modules.scaffold] Initializing module {:module_name=>"netflow", :directory=>"D:/projects/elkstack/logstash-5.6.4/modules/netflow/configuration"}
[2020-01-30T22:27:52,279][DEBUG][logstash.plugins.registry] Adding plugin to the registry {:name=>"netflow", :type=>:modules, :class=>#<LogStash::Modules::Scaffold:0x7d97f04b @kibana_version_parts=["5", "6", "0"], @module_name="netflow", @directory="D:/projects/elkstack/logstash-5.6.4/modules/netflow/configuration">}
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] -------- Logstash Settings (* means modified) ---------
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] node.name: "xxxx"
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] *path.config: "confs\\_xxxx2-lo4j.conf"
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] path.data: "D:/projects/elkstack/logstash-5.6.4/data"
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] modules.cli: []
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] modules: []
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] modules_setup: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] config.test_and_exit: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] config.reload.automatic: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] config.support_escapes: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] config.reload.interval: 3
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] metric.collect: true
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] pipeline.id: "main"
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] pipeline.system: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] pipeline.workers: 4
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] pipeline.output.workers: 1
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] pipeline.batch.size: 125
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] pipeline.batch.delay: 5
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] pipeline.unsafe_shutdown: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] path.plugins: []
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] config.debug: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] *log.level: "debug" (default: "info")
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] version: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] help: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] log.format: "plain"
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] http.host: "127.0.0.1"
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] http.port: 9600..9700
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] http.environment: "production"
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] queue.type: "memory"
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] queue.drain: false
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] queue.page_capacity: 262144000
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] queue.max_bytes: 1073741824
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] queue.max_events: 0
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] queue.checkpoint.acks: 1024
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] queue.checkpoint.writes: 1024
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] queue.checkpoint.interval: 1000
[2020-01-30T22:27:52,294][DEBUG][logstash.runner          ] dead_letter_queue.enable: false
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] dead_letter_queue.max_bytes: 1073741824
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] slowlog.threshold.warn: -1
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] slowlog.threshold.info: -1
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] slowlog.threshold.debug: -1
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] slowlog.threshold.trace: -1
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] path.queue: "D:/projects/elkstack/logstash-5.6.4/data/queue"
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] path.dead_letter_queue: "D:/projects/elkstack/logstash-5.6.4/data/dead_letter_queue"
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] path.settings: "D:/projects/elkstack/logstash-5.6.4/config"
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] path.logs: "D:/projects/elkstack/logstash-5.6.4/logs"
[2020-01-30T22:27:52,310][DEBUG][logstash.runner          ] --------------- Logstash Settings -------------------
[2020-01-30T22:27:52,326][DEBUG][logstash.agent           ] Agent: Configuring metric collection
